249,99,108,Pink
249,15,198,Pink
250,146,229,Pink
205,6,230,Pink
237,99,167,Pink
231,15,60,Pink
213,85,199,Pink
248,89,204,Pink
243,33,165,Pink
250,11,126,Pink
229,58,166,Pink
230,49,147,Pink
249,137,157,Pink
237,69,233,Pink
252,35,208,Pink
240,62,128,Pink
228,53,148,Pink
187,17,168,Pink
237,64,158,Pink
237,74,202,Pink
216,47,113,Pink
225,39,120,Pink
253,96,190,Pink
215,15,140,Pink
253,180,238,Pink
223,40,105,Pink
246,83,173,Pink
235,69,117,Pink
237,97,144,Pink
247,39,146,Pink
254,118,250,Pink
252,178,240,Pink
228,85,7,Orange
241,147,43,Orange
215,95,12,Orange
249,135,7,Orange
238,80,21,Orange
231,128,94,Orange
243,149,98,Orange
220,57,28,Orange
246,118,99,Orange
233,90,21,Orange
207,97,23,Orange
250,163,51,Orange
232,88,66,Orange
252,167,138,Orange
253,102,17,Orange
247,81,19,Orange
241,93,50,Orange
221,116,63,Orange
253,170,95,Orange
254,59,17,Orange
249,109,47,Orange
233,100,1,Orange
222,80,10,Orange
241,104,22,Orange
228,147,54,Orange
240,111,32,Orange
254,98,51,Orange
234,106,0,Orange
244,114,8,Orange
254,128,19,Orange
250,125,73,Orange
252,147,11,Orange
